1.000000000000000000e+00,2.237206384539604243e-01,2.315050214529037476e-01
2.000000000000000000e+00,1.490284070372581426e-01,2.258498072624206543e-01
3.000000000000000000e+00,1.234014250338077573e-01,2.148219645023345947e-01
4.000000000000000000e+00,1.171046622097492163e-01,1.936337947845458984e-01
5.000000000000000000e+00,1.089422002434730502e-01,1.647675037384033203e-01
6.000000000000000000e+00,1.048907265067100525e-01,1.375306546688079834e-01
7.000000000000000000e+00,9.808534458279609403e-02,1.213154792785644531e-01
8.000000000000000000e+00,9.784431084990501126e-02,1.409155577421188354e-01
9.000000000000000000e+00,9.691124334931373874e-02,1.115722805261611938e-01
1.000000000000000000e+01,9.377382770180701932e-02,1.033258661627769470e-01
1.100000000000000000e+01,9.448481798171996793e-02,1.083634197711944580e-01
1.200000000000000000e+01,8.923500105738639554e-02,1.030998900532722473e-01
1.300000000000000000e+01,8.691464960575104315e-02,1.043717041611671448e-01
1.400000000000000000e+01,7.928962260484695435e-02,1.084563359618186951e-01
1.500000000000000000e+01,7.701147571206093390e-02,1.099180653691291809e-01
1.600000000000000000e+01,8.857303261756896418e-02,1.062717214226722717e-01
1.700000000000000000e+01,7.873347103595733365e-02,9.909962862730026245e-02
1.800000000000000000e+01,7.185951359570026675e-02,9.885495901107788086e-02
1.900000000000000000e+01,7.500569522380828857e-02,1.028695106506347656e-01
2.000000000000000000e+01,7.837326377630234042e-02,1.089653521776199341e-01
2.100000000000000000e+01,7.312573455274104517e-02,9.344129264354705811e-02
2.200000000000000000e+01,7.577002421021461487e-02,1.019314453005790710e-01
2.300000000000000000e+01,7.154963836073875705e-02,9.749265760183334351e-02
2.400000000000000000e+01,7.233935520052910129e-02,9.739986062049865723e-02
2.500000000000000000e+01,7.082895785570145208e-02,9.731387346982955933e-02
2.600000000000000000e+01,7.338417060673237124e-02,9.503508359193801880e-02
2.700000000000000000e+01,7.325812950730323236e-02,9.799671173095703125e-02
2.800000000000000000e+01,7.039568834006786069e-02,1.023670360445976257e-01
2.900000000000000000e+01,6.388559862971306125e-02,9.166778624057769775e-02
3.000000000000000000e+01,6.089348383247852187e-02,9.573683142662048340e-02
3.100000000000000000e+01,6.586196497082710821e-02,8.724618703126907349e-02
3.200000000000000000e+01,6.671756543219090063e-02,8.997067809104919434e-02
3.300000000000000000e+01,6.385641880333423059e-02,9.022270143032073975e-02
3.400000000000000000e+01,5.536194257438183108e-02,9.321588277816772461e-02
3.500000000000000000e+01,5.905062183737754683e-02,9.738245606422424316e-02
3.600000000000000000e+01,6.275636367499828894e-02,9.718697518110275269e-02
3.700000000000000000e+01,6.480139791965484897e-02,8.641652017831802368e-02
3.800000000000000000e+01,6.234551072120666365e-02,9.186505526304244995e-02
3.900000000000000000e+01,5.644841864705085754e-02,8.818366378545761108e-02
4.000000000000000000e+01,5.711617283523082872e-02,8.661212027072906494e-02
4.100000000000000000e+01,5.935360565781593045e-02,8.569245785474777222e-02
4.200000000000000000e+01,5.590165369212627550e-02,8.627001941204071045e-02
4.300000000000000000e+01,5.605546794831752638e-02,8.503997325897216797e-02
4.400000000000000000e+01,5.257087573409080505e-02,8.696472644805908203e-02
4.500000000000000000e+01,5.209399498999119082e-02,8.704265952110290527e-02
4.600000000000000000e+01,5.319814682006836215e-02,8.828752487897872925e-02
4.700000000000000000e+01,5.672665648162365098e-02,8.641880750656127930e-02
4.800000000000000000e+01,5.173233933746814589e-02,8.467976748943328857e-02
4.900000000000000000e+01,5.432148352265357694e-02,8.427681773900985718e-02
5.000000000000000000e+01,4.870539456605911532e-02,8.538713306188583374e-02
