1.000000000000000000e+00,1.739409327507019098e-01,1.641169786453247070e-01
2.000000000000000000e+00,1.521438464522361644e-01,1.634358763694763184e-01
3.000000000000000000e+00,1.396422326564788763e-01,1.609811782836914062e-01
4.000000000000000000e+00,1.282548844814300482e-01,1.576708555221557617e-01
5.000000000000000000e+00,1.197081811726093264e-01,1.451915502548217773e-01
6.000000000000000000e+00,1.154337629675865201e-01,1.304980963468551636e-01
7.000000000000000000e+00,1.081711046397686032e-01,1.269201487302780151e-01
8.000000000000000000e+00,1.057202130556106623e-01,1.268435418605804443e-01
9.000000000000000000e+00,1.009228132665157263e-01,1.163296401500701904e-01
1.000000000000000000e+01,9.762934148311615268e-02,1.174582764506340027e-01
1.100000000000000000e+01,9.464563354849815646e-02,1.220033243298530579e-01
1.200000000000000000e+01,9.303786382079123896e-02,1.091440245509147644e-01
1.300000000000000000e+01,9.368898794054984769e-02,1.123937219381332397e-01
1.400000000000000000e+01,9.095844328403472623e-02,1.166807338595390320e-01
1.500000000000000000e+01,8.855808675289153498e-02,1.107828766107559204e-01
1.600000000000000000e+01,8.850525543093681891e-02,1.089990064501762390e-01
1.700000000000000000e+01,8.641349226236343106e-02,1.065955013036727905e-01
1.800000000000000000e+01,8.442339673638343811e-02,1.057460308074951172e-01
1.900000000000000000e+01,8.327487707138062079e-02,1.063992977142333984e-01
2.000000000000000000e+01,8.216049149632453918e-02,1.083440333604812622e-01
2.100000000000000000e+01,8.128079175949096125e-02,1.051514670252799988e-01
2.200000000000000000e+01,8.093524277210235873e-02,1.079930141568183899e-01
2.300000000000000000e+01,7.924548014998436529e-02,1.042809411883354187e-01
2.400000000000000000e+01,7.902004346251487177e-02,1.054074689745903015e-01
2.500000000000000000e+01,7.848460301756858548e-02,1.073654145002365112e-01
2.600000000000000000e+01,7.827867195010185242e-02,1.058272421360015869e-01
2.700000000000000000e+01,7.822065055370330811e-02,1.057533025741577148e-01
2.800000000000000000e+01,7.787232175469398221e-02,1.067380458116531372e-01
2.900000000000000000e+01,7.792408689856529513e-02,1.046812608838081360e-01
3.000000000000000000e+01,7.630329430103302557e-02,1.063662469387054443e-01
3.100000000000000000e+01,7.659697011113167364e-02,1.046156436204910278e-01
3.200000000000000000e+01,7.608307823538780490e-02,1.047195866703987122e-01
3.300000000000000000e+01,7.472403198480606634e-02,1.036141365766525269e-01
3.400000000000000000e+01,7.314208671450614374e-02,1.047444567084312439e-01
3.500000000000000000e+01,7.330570444464683255e-02,1.049000471830368042e-01
3.600000000000000000e+01,7.299552634358405512e-02,1.033422350883483887e-01
3.700000000000000000e+01,7.310276925563811978e-02,1.031736582517623901e-01
3.800000000000000000e+01,7.243162170052527826e-02,1.056013852357864380e-01
3.900000000000000000e+01,7.157722413539886752e-02,1.057256981730461121e-01
4.000000000000000000e+01,7.234806716442107599e-02,1.030730679631233215e-01
4.100000000000000000e+01,7.178456485271453302e-02,1.053334772586822510e-01
4.200000000000000000e+01,7.134576588869094571e-02,1.053197607398033142e-01
4.300000000000000000e+01,7.083571851253508966e-02,1.036644428968429565e-01
4.400000000000000000e+01,7.085902243852615356e-02,1.042705550789833069e-01
4.500000000000000000e+01,7.064190357923508246e-02,1.039096638560295105e-01
4.600000000000000000e+01,7.063562944531440180e-02,1.031607314944267273e-01
4.700000000000000000e+01,7.060468643903732022e-02,1.040884256362915039e-01
4.800000000000000000e+01,7.037397474050521851e-02,1.025576964020729065e-01
4.900000000000000000e+01,7.082822620868682584e-02,1.033560931682586670e-01
5.000000000000000000e+01,6.974684521555900296e-02,1.040227636694908142e-01
